warlock	witch
safety	score
bill	list
sandalwood	wood
laver	basin
waw	letter
elevation	distance
filariasis	disease
rosebud	bud
flourish	tune
doubt	uncertainty
spinet	harpsichord
instability	disorder
agitator	troublemaker
hairdressing	toiletry
fight	boxing
specialist	doctor
actor	person
jean	workwear
source	inspiration
stasis	pathology
lead	angle
leptocephalus	larva
xerography	photography
following	multitude
slicing	cut
bonus	payment
poison	substance
seashell	shell
bevel	edge
derangement	insanity
closure	termination
arrowsmith	smith
spout	opening
glassware	tableware
neckwear	garment
muscleman	bully
shaft	passage
organelle	organ
certainty	quality
industrialist	businessman
scab	worker
byway	road
incense	aroma
tact	consideration
snore	breathing
line	road
spur	prod
bastard	offspring
charmer	person
organization	administration
chrysanthemum	flower
transaminase	transferase
disapprobation	disapproval
espalier	trellis
compact	case
charm	flavor
sparkle	vitality
guard	lineman
wheelwright	wright
communization	change
vowel	letter
awareness	knowing
gumma	granuloma
neoconservatism	conservatism
home	institution
plagiocephaly	deformity
coolant	fluid
positivity	polarity
planner	person
tetryl	explosive
polypore	basidiomycete
electioneering	persuasion
directivity	quality
tomato	herb
contest	competition
ration	fare
webmaster	technician
aptness	appropriateness
imipramine	tricyclic
catechism	interrogation
variation	activity
ex-wife	woman
prudence	discretion
stopover	stop
offside	mistake
jinks	merrymaking
magazine	publication
gent	gentleman
square	simpleton
omega	ending
cleanup	position
hallucination	delusion
grudge	resentment
acidity	sour
produce	food
piddock	bivalve
motif	design
tabloid	newspaper
ray	pedicel
nickname	name
commutation	travel
inconsequence	insignificance
skinhead	bully
sadist	pervert
infundibulum	structure
bottom	turn
game	animal
cotton	thread
cardholder	holder
radiography	photography
match	duplicate
stenographer	secretary
space	attribute
takeover	buyout
knight	chessman
smack	blow
overachiever	student
feelings	sensitivity
chlordiazepoxide	benzodiazepine
icicle	ice
disqualification	unfitness
stratification	condition
nog	block
ham	actor
scenario	premise
wedgie	shoe
dissemination	transmission
nonstarter	racehorse
fiberboard	wallboard
puzzle	problem
three-decker	ship
stablemate	horse
chyme	food
bending	movement
servicing	coupling
haik	garment
berm	ledge
pleasantry	jest
chenille	cord
chock	block
satinwood	wood
amusement	delight
cookout	picnic
funk	jazz
canvasback	duck
calculus	rock
vermiculite	mineral
earwig	insect
blur	representation
agonist	contestant
fitness	competence
classification	restriction
watcher	person
groom	newlywed
peace	harmony
sap	solution
mate	friend
caste	status
moshav	village
trainee	novice
flour	foodstuff
shoeshine	shining
strut	gait
basement	floor
rounding	miscalculation
recapture	seizure
inadmissibility	unacceptability
score	incision
guru	leader
challenge	objection
ovary	gonad
franchise	concession
screenplay	script
impala	antelope
quatrain	stanza
revocation	state
curvature	condition
mandarin	official
crust	layer
circularity	roundness
people	family
tempo	rate
loser	gambler
sibyl	fortuneteller
wrinkle	difficulty
bird	meat
alligator	leather
pin	jewelry
tropic	latitude
bestowal	gift
fawn	deer
crossbill	finch
cane	stalk
sprayer	laborer
insert	section
anthropoid	misfit
attention	attraction
wildfire	conflagration
diviner	visionary
typography	printing
recognition	acceptance
timidity	fearfulness
herm	statue
shrubbery	vegetation
generation	phase
signal	incitement
delinquency	negligence
disavowal	denial
feasibility	practicability
veteran	serviceman
squirrel	fur
syntax	grammar
center	position
clinician	practitioner
souffle	dish
camouflage	screen
reinforcement	confirmation
inventory	list
insubordination	defiance
cachet	award
hormone	secretion
gimlet	cocktail
duel	fight
sensibility	consciousness
azathioprine	medicine
finish	end
accordance	giving
defiance	challenge
emissary	representative
left	faction
monkey	primate
fingerprint	identification
depression	sadness
draw	pull
sovereignty	authority
sequence	series
anthropoid	primate
proconsul	hominoid
affray	fight
convoy	collection
kitsch	art
reservoir	supply
colonialist	believer
fusee	match
paternity	state
ringlet	butterfly
nonsense	message
lashing	rope
bursa	sac
submersible	warship
disequilibrium	situation
fuel	substance
contribution	giving
cellist	musician
kvetch	whiner
forger	deceiver
jean	trouser
starer	spectator
dislike	feeling
dyeing	coloring
spider	arachnid
characteristic	quality
mention	remark
overlay	decoration
mat	pad
overabundance	abundance
rehash	material
flypaper	paper
custom	practice
outstation	post
manner	kind
differential	difference
nylon	fabric
contrarian	investor
pave	mount
mauve	purple
pitch	position
cobblers	testis
starfish	echinoderm
curse	profanity
discharge	shooting
administration	medication
grey	organization
mailman	deliveryman
seahorse	pipefish
form	appearance
anachronism	artifact
fatalism	credence
bicarbonate	carbonate
aflatoxin	mycotoxin
dogfight	contest
macaw	parrot
diner	eater
dissent	disagreement
performance	presentation
mucus	secretion
regimentation	imposition
peperomia	herb
tourmaline	mineral
scale	indicator
shuttle	bobbin
intoxicant	drug
corrective	device
lock	mechanism
afterthought	addition
aviation	art
evaluator	authority
screen	partition
frazzle	exhaustion
eleventh	rank
bell	curve
inclusion	involvement
1750s	decade
tube	conduit
muster	gathering
supergiant	star
sumo	sport
superposition	deposition
glissando	tune
acupuncture	treatment
borrower	recipient
duality	property
volition	faculty
caspase	protease
tanner	craftsman
alb	vestment
simulation	technique
sundries	stuff
beat	stroke
commando	serviceman
semitrailer	trailer
dent	blemish
vintner	maker
lagoon	lake
awfulness	unpleasantness
branch	stalk
palimpsest	manuscript
integrity	state
cucumber	vegetable
recruiter	supplier
opening	ceremony
motor	agent
trad	jazz
inerrancy	infallibility
wetter	workman
exaggeration	increase
wildflower	angiosperm
comedian	performer
evenness	equality
culture	cultivation
bind	hindrance
reconsideration	reversal
fusion	union
bilge	bottom
cynosure	guidance
governed	citizenry
oxide	compound
phenolphthalein	laxative
aftereffect	consequence
premiere	performance
path	line
notary	official
dauber	painter
dualism	doctrine
insurgent	reformer
autarky	independence
captivity	confinement
callus	scar
kisser	lover
gloom	apprehension
crutch	staff
synapsid	reptile
experimentalism	empiricism
salute	recognition
hickey	erythema
lisle	cotton
cambric	fabric
molester	wrongdoer
sweatshirt	pullover
gymnastics	sport
inspiration	idea
solenoid	coil
molybdenite	mineral
mellowness	shade
jimmy	crowbar
pinpoint	point
pruritus	itch
trap	carriage
accession	attainment
bearing	manner
generation	production
chosen	darling
flue	conduit
fan	device
ecumenism	movement
ferryman	boatman
game	activity
fusee	flare
magnitude	importance
cullis	gutter
earnest	security
withdrawal	termination
bracket	punctuation
withe	band
standpipe	pipe
entrenchment	fortification
discipline	punishment
challenge	demand
pounce	leap
canteen	restaurant
figure	illustration
fiance	betrothed
naphtha	hydrocarbon
theme	idea
boost	push
magnetohydrodynamics	hydrodynamics
abyss	chasm
vein	rib
metonymy	trope
third	interval
king	sovereign
torpedo	armament
trailing	pursuit
phlebitis	inflammation
thirtieth	rank
peavey	lever
footstool	stool
siphon	tube
epididymis	duct
dystopia	state
mouth	orifice
okra	pod
linseed	oilseed
inquisitor	inquirer
protocol	etiquette
studbook	register
developer	creator
stria	groove
tonsure	shave
paperwork	work
gusset	brace
sterilization	cleaning
breath	breeze
poisoner	killer
pep	liveliness
wrestler	combatant
fundamental	factor
inauguration	initiation
smoke	indication
miser	hoarder
scrimshaw	carving
scheelite	mineral
relative	organism
canopy	fabric
demotion	change
lore	content
claimant	applicant
cytomegalovirus	herpes
irreverence	evil
patternmaker	maker
driving	steering
punctum	point
sovereign	ruler
voter	citizen
occlusion	attack
incitation	arousal
literalism	inclination
mere	pond
salvation	rescue
protection	activity
tapper	worker
relaxation	weakening
extent	degree
coating	covering
imperial	baggage
pinwheel	plaything
slider	fastball
cogency	relevance
catarrh	inflammation
gatecrasher	intruder
euphemism	saying
declamation	recitation
manila	paper
solicitor	petitioner
supervision	management
business	enterprise
lender	investor
longbow	bow
appropriateness	suitability
jackscrew	jack
bison	bovid
scallop	curve
charter	contract
seedbed	bed
exposure	view
laminate	lamination
evangelist	preacher
perch	support
bill	brim
uncertainty	quality
flexion	bending
trigger	causing
principal	wrongdoer
care	work
arsenopyrite	mineral
walk-through	rehearsal
feast	thing
head	structure
sounder	device
altitude	elevation
sacking	fabric
philhellene	supporter
monstrance	vessel
design	arrangement
grain	foodstuff
separatist	advocate
hyoscyamine	poison
machismo	masculinity
periodontics	dentistry
clay	soil
watercolor	pigment
celery	vegetable
rustling	larceny
overflow	flow
warrior	person
nebula	spot
pater	father
phenylbutazone	anti-inflammatory
cleats	shoe
journalism	profession
notice	telling
briefcase	case
diversion	activity
seduction	enticement
disappointment	dissatisfaction
recidivism	backsliding
cyclops	copepod
segregation	separation
petter	lover
leeward	direction
loner	individualist
prosecutor	lawyer
teacher	abstraction
parasite	organism
pluralist	philosopher
proletarian	commoner
sugarplum	candy
prejudgment	judgment
gulping	drinking
birthday	date
maneuver	motion
alkalosis	pathology
waterworks	workplace
launching	propulsion
mortgagor	debtor
paramountcy	dominion
midwifery	delivery
spiderwort	herb
planting	farming
diversity	condition
powder	solid
groupware	software
advowson	right
mysticism	thinking
infection	incident
dame	woman
simple	herb
sunray	ultraviolet
cruelty	malevolence
augury	experience
diamond	jewel
microtubule	tubule
control	activity
symptom	evidence
compromise	accommodation
cords	trouser
ranter	speaker
triazine	compound
vasculitis	inflammation
fairground	tract
opacity	incomprehensibility
megacolon	colon
benedictine	liqueur
ostentation	display
phrenologist	mountebank
iconography	picture
gaiety	happiness
leak	disclosure
coke	cocaine
clapboard	siding
tramline	track
eosin	fluorescein
damage	change
junior	person
proselytism	conversion
spiel	channel
position	role
demineralization	pathology
nursing	care
playground	yard
fable	story
coma	unconsciousness
tenant	holder
mechanics	physics
warehouse	storehouse
potholder	pad
peach	drupe
porosity	consistency
ex-president	president
welcome	acceptance
peri	spirit
slab	block
dinnertime	mealtime
stretcher	framework
orphanage	institution
sushi	dish
spread	girth
fillet	fastener
argyle	design
meson	hadron
beak	nose
space	character
swing	action
lithops	succulent
rustication	banishment
hamming	acting
scholarship	aid
synchromesh	system
balcony	structure
dirk	dagger
coppersmith	craftsman
reincarnation	embodiment
trestle	sawhorse
vane	blade
insertion	movement
protoplasm	substance
home	environment
syndic	agent
vermicelli	pasta
liana	vine
mail	collection
deuce	tie
conditioner	softener
infiltration	penetration
stymie	situation
toleration	license
tramway	conveyance
testosterone	androgen
tetra	characin
cornice	projection
popper	cooker
crouch	bending
summons	writ
reasoning	thinking
claim	demand
homebound	people
persona	appearance
clown	fool
naturalist	biologist
cheekbone	bone
subdeacon	clergyman
foundry	factory
wahoo	mackerel
affinity	relation
naphthalene	hydrocarbon
reception	broadcasting
aniline	amine
motivation	act
lobbyist	persuader
regalia	gear
overcast	casting
perfectibility	capability
monolith	stone
return	income
pedigree	ancestry
clasp	grasping
giving	sharing
ancient	person
parity	conservation
chin	feature
poppet	valve
schistosomiasis	infestation
perturbation	activity
scholium	marginalia
correspondent	communicator
recombination	combining
loosestrife	herb
resuscitation	revival
cobra	elapid
track	groove
racket	enterprise
gavel	mallet
banzai	cheer
sundowner	vagrant
sleeper	hit
watering	wetting
lorazepam	benzodiazepine
difference	change
yesterday	past
positive	adverb
docking	arrival
kylie	boomerang
fiftieth	rank
fifth	rank
scrapple	loaf
inattentiveness	inattention
maraschino	sweet
smoothie	beverage
hunter	seeker
neurologist	specialist
look	appearance
transparency	clearness
allegro	passage
dialectics	rationale
jambalaya	dish
gunpowder	explosive
halide	salt
dulcimer	zither
property	object
rounder	tool
hollow	cavity
minimization	decrease
veteran	expert
charcoal	gray
speedboat	motorboat
recession	cession
teak	tree
fabrication	writing
snake	object
bilingual	linguist
packet	package
musk	scent
ponytail	hairdo
fucker	fool
dowry	gift
sociable	party
rerun	broadcast
finale	finish
arpeggio	chord
benison	benediction
muffler	scarf
hornbeam	tree
tomboy	girl
rotation	transformation
monsoon	wind
flyleaf	leaf
quartile	mark
dewdrop	drop
veranda	porch
osteoporosis	pathology
cotter	fastener
filly	female
linguist	person
hurdle	barrier
roll	list
sampling	choice
gossip	report
squib	firework
claystone	rock
oilskin	macintosh
pipe	cylinder
capitulation	loss
lineman	position
craps	two
quiver	case
cape	land
theogony	discipline
accountant	businessperson
high	elation
formaldehyde	aldehyde
acyl	group
courser	hunter
llano	plain
bye	concession
valve	device
falafel	dish
interrogation	questioning
avulsion	separation
spitball	pitch
water	food
cyanide	salt
volunteer	worker
heel	part
whopper	lie
touchline	sideline
sharpshooter	athlete
entail	estate
gear	equipment
janissary	follower
fingerling	fish
saint	deity
deer	ruminant
index	scale
population	people
hydrochlorothiazide	thiazide
stoma	aperture
congressman	legislator
topography	shape
swash	wave
quantity	amount
idol	effigy
diffuser	baffle
glop	matter
hedger	respondent
storm	assault
sandbar	bar
grid	electrode
reflexology	behaviorism
intonation	singing
possessiveness	greed
mastectomy	ablation
lectern	stand
tournedos	fillet
office	rite
group	unit
keel	projection
heaviness	sadness
rivet	pin
carrier	rack
password	secret
heme	pigment
laudanum	opiate
arousal	wakefulness
remission	suspension
bottleneck	part
ransacking	search
cut	shortening
prison	situation
autostrada	expressway
twinjet	jet
muslin	fabric
continence	self-discipline
flywheel	governor
hit	touch
divan	chamber
haze	aerosol
staple	nail
lookout	look
drift	inclination
